date,valeur
2024-12-11,106.4809
2024-12-12,106.4279
2024-12-13,106.5131
2024-12-16,106.536
2024-12-17,106.3213
2024-12-18,106.4579
2024-12-19,105.4925
2024-12-20,105.6039
2024-12-23,105.4353
2024-12-27,105.8657
2024-12-30,105.4823
2025-01-02,105.804
2025-01-03,105.8973
2025-01-06,106.6534
2025-01-07,106.2775
2025-01-08,106.1029
2025-01-09,106.215
2025-01-10,105.5673
2025-01-13,105.4712
2025-01-14,105.6996
2025-01-15,106.2979
2025-01-16,106.623
2025-01-17,106.9752
2025-01-20,107.1623
2025-01-21,107.0611
2025-01-22,107.4174
2025-01-23,107.428
2025-01-24,107.5113
2025-01-27,106.3433
2025-01-28,106.5327
2025-01-29,106.9449
2025-01-30,107.349
2025-01-31,107.6826
2025-02-03,107.1102
2025-02-04,107.4422
2025-02-05,107.4602
2025-02-06,107.9661
2025-02-07,107.748
2025-02-10,108.064
2025-02-11,108.2641
2025-02-12,108.0061
2025-02-13,108.3464
2025-02-14,108.2918
2025-02-17,108.4845
2025-02-18,108.6933
2025-02-19,108.7163
2025-02-20,108.5292
2025-02-21,108.5083
2025-02-24,108.2815
2025-02-25,107.8579
2025-02-26,108.474
2025-02-27,108.1335
2025-02-28,107.6135
2025-03-03,108.1277
2025-03-04,108.1365
2025-03-05,108.1506
2025-03-06,108.1534
2025-03-07,108.1682
2025-03-10,108.1836
2025-03-11,108.2013
2025-03-12,108.1983
2025-03-13,108.2131
2025-03-14,108.2275
2025-03-17,108.2354
2025-03-18,108.2465
2025-03-19,108.2631
2025-03-20,108.272
2025-03-21,108.2842
2025-03-24,108.2966
2025-03-25,108.2969
2025-03-26,108.3258
2025-03-27,108.3353
2025-03-28,108.3368
2025-03-31,108.3514
2025-04-01,108.3591
2025-04-02,108.3802
2025-04-03,108.388
2025-04-04,108.3834
2025-04-07,108.4304
2025-04-08,108.4132
2025-04-09,108.4377
2025-04-10,108.4439
2025-04-11,108.4554
2025-04-14,108.4786
2025-04-15,108.4373
2025-04-16,108.4967
2025-04-17,108.4981
2025-04-22,108.526
2025-04-23,108.5326
2025-04-24,108.5641
2025-04-25,108.5522
2025-04-28,108.5836
2025-04-29,108.5861
2025-04-30,108.605
2025-05-02,108.6093
2025-05-05,108.6292
2025-05-06,108.6414
2025-05-07,108.6417
2025-05-08,108.6524
2025-05-09,108.6799
2025-05-12,108.6905
2025-05-13,108.683
2025-05-14,108.6929
2025-05-15,108.7178
2025-05-16,108.7185
2025-05-19,108.7503
2025-05-20,108.8609
2025-05-21,108.7261
2025-05-22,108.3384
2025-05-23,107.9786
2025-05-26,108.4163
2025-05-27,108.5236
2025-05-28,108.4735
2025-05-29,108.6032
2025-05-30,108.4034
2025-06-02,108.4652
2025-06-03,108.6517
2025-06-04,108.7835
2025-06-05,108.9876
2025-06-06,109.0359
2025-06-09,109.1871
2025-06-10,109.1489
2025-06-11,109.4682
2025-06-12,109.2543
2025-06-13,108.7601
2025-06-16,109.39
2025-06-17,108.9787
2025-06-18,109.1158
2025-06-19,108.4317
2025-06-20,108.7629
2025-06-23,108.7314
2025-06-24,109.6357
2025-06-25,109.6226
2025-06-26,109.8195
2025-06-27,110.211
2025-06-30,110.1069
2025-07-01,109.877
2025-07-02,110.2223
2025-07-03,110.6816
2025-07-04,110.3303
2025-07-07,110.3889
2025-07-08,110.5612
2025-07-09,110.8691
2025-07-10,110.9667
2025-07-11,110.7912
2025-07-14,110.7715
2025-07-15,110.8789
2025-07-16,110.5717
2025-07-17,111.1207
2025-07-18,111.1406
2025-07-21,111.33
2025-07-22,110.8767
2025-07-23,111.1487
2025-07-24,111.4421
2025-07-25,111.3715
2025-07-28,111.4106
2025-07-29,111.7117
2025-07-30,111.9198
2025-07-31,111.9888
2025-08-01,110.9448
2025-08-04,111.468
2025-08-05,111.3897
2025-08-06,111.6163
2025-08-07,111.9504
2025-08-08,112.2335
2025-08-11,112.4709
2025-08-12,112.8249
2025-08-13,113.027
2025-08-14,112.9678
2025-08-15,113.0531
2025-08-18,112.9015
2025-08-19,112.9386
2025-08-20,112.5429
2025-08-21,112.6175
2025-08-22,113.2948
2025-08-25,112.9794
2025-08-26,112.7713
2025-08-27,112.7888
2025-08-28,112.8733
2025-08-29,112.4178
2025-09-01,112.568
2025-09-02,111.8518
2025-09-03,112.3349
2025-09-04,112.5901
2025-09-05,112.7461
2025-09-08,113.1155
2025-09-09,113.1268
2025-09-10,113.709
2025-09-11,114.0769
2025-09-12,114.057
2025-09-15,114.3977
2025-09-16,114.2343
2025-09-17,114.0771
2025-09-18,114.6826
2025-09-19,114.6328
2025-09-22,114.9267
2025-09-23,115.1499
2025-09-24,114.8834
2025-09-25,114.6819
2025-09-26,114.8985
2025-09-29,115.0693
2025-09-30,115.0038
2025-10-01,115.4145
2025-10-02,115.6491
2025-10-03,116.0441
2025-10-06,116.27
2025-10-07,115.9616
2025-10-08,116.4093
2025-10-09,116.3346
2025-10-10,115.4323
2025-10-13,115.8525
2025-10-14,115.7199
2025-10-15,116.216
2025-10-16,116.4407
2025-10-17,115.6462
2025-10-20,116.7015
2025-10-21,116.6332
2025-10-22,116.3423
2025-10-23,116.538
2025-10-24,116.8499
2025-10-27,117.5115
2025-10-28,117.6265
2025-10-29,117.9389
2025-10-30,117.8165
2025-10-31,117.743
2025-11-03,117.948
2025-11-04,117.5816
2025-11-05,117.6611
2025-11-06,117.1704
2025-11-07,116.4766
2025-11-10,117.7068
2025-11-11,117.9175
2025-11-12,118.2743
2025-11-13,117.7887
2025-11-14,117.4792
2025-11-17,117.1457
2025-11-18,116.1794
2025-11-19,116.2286
2025-11-20,116.6858
2025-11-21,115.8223
2025-11-24,116.6945
2025-11-25,116.8908
2025-11-26,117.8101
2025-11-27,117.7469
2025-11-28,117.9503
2025-12-01,117.879
2025-12-02,117.9332
2025-12-03,118.0256
2025-12-04,118.1434
2025-12-05,118.3689
2025-12-08,118.3477
2025-12-09,118.548
2025-12-10,118.5062
2025-12-11,118.547
2025-12-12,117.9185
2025-12-15,118.2194
2025-12-16,117.8074
2025-12-17,117.5232
2025-12-18,118.1388
2025-12-19,118.4711
2025-12-22,118.7247
2025-12-23,118.8357
2025-12-29,118.995
2025-12-30,119.2971
2026-01-02,119.6507
2026-01-05,120.4587
2026-01-06,120.6178
2026-01-07,120.5959
2026-01-08,120.3232
2026-01-09,120.9357
2026-01-12,121.2368
2026-01-13,121.2789
2026-01-14,121.128
2026-01-15,121.8269
2026-01-16,121.7515
2026-01-19,121.2314
2026-01-20,121.0158
2026-01-21,121.0632
2026-01-22,121.7718
2026-01-23,121.432
2026-01-26,121.5618
2026-01-27,122.1506
2026-01-28,122.0107
2026-01-29,121.5569
2026-01-30,121.8413
2026-02-02,122.2565
2026-02-03,122.3837
2026-02-04,121.7656
2026-02-05,121.2003
2026-02-06,122.0479
2026-02-09,122.6887
2026-02-10,122.5853
2026-02-11,122.6855
2026-02-12,122.2471
2026-02-13,122.0556
